id	prompt_tokens	target_tokens	nll	avg_nll	first_match	greedy_lcp	api_ref_tokens	api_target_tokens	api_target_mae	api_target_mean_delta	api_top_items	api_top_mapped	api_top_coverage	api_top1_count	api_top1_match	api_top1_rate	api_topn_ref	api_topn_hit	api_topn_recall	api_top_logprob_count	api_top_mae	api_top_mean_delta	api_pair_total	api_pair_agree	api_pair_rate
case_039	23	32	5.284727027	0.165147720	1	18	32	32	0.104155192	0.025163151	640	640	1.000000000	32	32	1.000000000	640	493	0.770312500	640	2.178189911	1.560534914	6080	4927	0.810361842
case_040	21	32	8.396048783	0.262376524	0	0	32	32	0.142136592	-0.000110624	640	639	0.998437500	32	30	0.937500000	639	502	0.785602504	639	2.125484824	1.929917160	6061	5135	0.847219931
case_041	15	32	19.437454833	0.607420464	0	0	32	32	0.378292877	-0.210167827	640	640	1.000000000	32	24	0.750000000	640	502	0.784375000	640	1.560199940	0.824753642	6080	5087	0.836677632
case_042	14	32	16.816385239	0.525512039	1	6	32	32	0.288761771	-0.204733063	640	638	0.996875000	32	27	0.843750000	638	539	0.844827586	638	1.357672308	0.880630503	6042	5182	0.857663025
case_043	18	32	8.838350869	0.276198465	0	0	32	32	0.239219909	-0.219953529	640	628	0.981250000	32	31	0.968750000	628	490	0.780254777	628	2.019249646	1.649020042	5852	4791	0.818694463
case_044	20	32	17.153269723	0.536039679	1	4	32	32	0.257434987	-0.150600148	640	636	0.993750000	32	29	0.906250000	636	529	0.831761006	636	1.083378030	0.447465899	6004	5029	0.837608261
case_045	18	32	18.370129462	0.574066546	1	15	32	32	0.130644043	-0.033833948	640	639	0.998437500	32	29	0.906250000	639	510	0.798122066	639	1.354513852	0.711739491	6061	5065	0.835670681
case_046	19	32	5.280724620	0.165022644	1	2	32	32	0.170388188	-0.081733752	640	633	0.989062500	32	29	0.906250000	633	537	0.848341232	633	1.271092584	-0.036537946	5947	5045	0.848326888
case_047	16	32	13.428857069	0.419651783	1	4	32	32	0.106168252	-0.042067334	640	635	0.992187500	32	29	0.906250000	635	492	0.774803150	635	1.805927507	0.610495882	5985	4824	0.806015038
case_048	18	32	12.770004574	0.399062643	1	1	32	32	0.136207010	-0.051130665	640	639	0.998437500	32	30	0.937500000	639	508	0.794992175	639	1.304171274	0.151709978	6061	5051	0.833360832
case_049	18	32	14.576986896	0.455530841	1	10	32	32	0.333134492	-0.073239131	640	639	0.998437500	32	26	0.812500000	639	506	0.791862285	639	1.655923294	-0.788711337	6061	5003	0.825441346
case_050	27	32	10.664984030	0.333280751	0	0	32	32	0.268922987	-0.193840640	640	638	0.996875000	32	30	0.937500000	638	476	0.746081505	638	2.792069548	2.333509731	6042	4941	0.817775571
case_051	21	32	14.247227028	0.445225845	1	10	32	32	0.211671582	-0.199196178	640	634	0.990625000	32	27	0.843750000	634	528	0.832807571	634	1.421430201	0.147306283	5969	5020	0.841011895
case_052	19	32	6.393120550	0.199785017	1	25	32	32	0.128184620	-0.118416424	640	639	0.998437500	32	29	0.906250000	639	532	0.832550861	639	1.299631784	0.313405197	6061	5198	0.857614255
case_053	22	32	6.726107426	0.210190857	0	0	32	32	0.086386940	-0.040172567	640	632	0.987500000	32	30	0.937500000	632	508	0.803797468	632	1.322801066	0.652101747	5928	4995	0.842611336
case_054	24	32	1.727922834	0.053997589	1	32	32	32	0.044815646	0.000310574	640	640	1.000000000	32	32	1.000000000	640	534	0.834375000	640	1.411223629	0.720308041	6080	5218	0.858223684
case_055	25	32	9.552293188	0.298509162	1	19	32	32	0.265641585	-0.207130969	640	639	0.998437500	32	29	0.906250000	639	484	0.757433490	639	2.337982790	1.819816852	6061	4788	0.789968652
case_056	18	32	2.995581354	0.093611917	1	17	32	32	0.121896382	0.050246696	640	639	0.998437500	32	32	1.000000000	639	541	0.846635368	639	1.623874380	0.780054489	6061	5100	0.841445306
case_057	22	32	6.416093013	0.200502907	1	19	32	32	0.123934368	-0.055534064	640	638	0.996875000	32	30	0.937500000	638	478	0.749216301	638	1.884597436	1.160886635	6042	4915	0.813472360
case_058	25	32	9.235841377	0.288620043	1	2	32	32	0.221081425	-0.220815278	640	639	0.998437500	32	28	0.875000000	639	518	0.810641628	639	1.916181979	1.529596152	6061	5038	0.831215971
case_059	23	32	9.788441183	0.305888787	0	0	32	32	0.235898978	0.025229713	640	636	0.993750000	32	29	0.906250000	636	498	0.783018868	636	1.864541697	1.313781629	6010	4991	0.830449251
case_060	17	32	5.753612136	0.179800379	0	0	32	32	0.128447003	-0.125275915	640	625	0.976562500	32	32	1.000000000	625	506	0.809600000	625	2.963859231	2.924157148	5795	4799	0.828127696
case_061	16	32	9.501348765	0.296917149	1	24	32	32	0.239868606	0.021693281	640	635	0.992187500	32	29	0.906250000	635	553	0.870866142	635	1.129478200	0.612082346	5986	5286	0.883060474
case_062	14	32	14.451664416	0.451614513	0	0	32	32	0.320084585	-0.275769322	640	632	0.987500000	32	27	0.843750000	632	477	0.754746835	632	2.592955020	2.136170229	5928	4798	0.809379217
case_063	15	32	13.794540068	0.431079377	1	9	32	32	0.248088902	-0.246602824	640	636	0.993750000	32	30	0.937500000	636	522	0.820754717	636	1.320177217	0.491017459	6004	5157	0.858927382
case_064	12	32	16.388908860	0.512153402	0	0	32	32	0.255856672	-0.183403017	640	637	0.995312500	32	30	0.937500000	637	538	0.844583987	637	1.908599547	1.382816986	6023	5184	0.860700648
case_065	15	32	5.049276914	0.157789904	1	17	32	32	0.119910761	-0.092314007	640	623	0.973437500	32	30	0.937500000	623	528	0.847512039	623	1.454700652	0.530321798	5767	4931	0.855037281
case_066	16	32	17.789394106	0.555918566	1	13	32	32	0.250581182	-0.124432687	640	635	0.992187500	32	28	0.875000000	635	545	0.858267717	635	1.526621790	1.086934342	5985	5123	0.855973266
case_067	17	32	8.660017462	0.270625546	1	27	32	32	0.166263351	0.049591991	640	639	0.998437500	32	30	0.937500000	639	539	0.843505477	639	1.070139305	0.192849766	6061	5095	0.840620360
case_068	17	32	11.309319325	0.353416229	1	5	32	32	0.181200347	-0.125622809	640	637	0.995312500	32	28	0.875000000	637	513	0.805337520	637	1.562266414	0.895499749	6023	5141	0.853561348
case_069	18	32	17.576409854	0.549262808	1	9	32	32	0.369812238	-0.206620691	640	638	0.996875000	32	28	0.875000000	638	518	0.811912226	638	1.670984843	0.769052455	6042	5105	0.844918901
case_070	24	32	13.769433996	0.430294812	0	0	32	32	0.275973849	-0.270440323	640	627	0.979687500	32	27	0.843750000	627	517	0.824561404	627	1.784578375	1.434535268	5833	4875	0.835762044
case_071	24	32	9.658484375	0.301827637	1	20	32	32	0.206627112	-0.182003193	640	637	0.995312500	32	29	0.906250000	637	527	0.827315542	637	1.520118381	0.820498358	6024	5019	0.833167331
case_072	17	32	6.286402710	0.196450085	0	0	32	32	0.113929423	-0.113780316	640	634	0.990625000	32	29	0.906250000	634	510	0.804416404	634	2.066997784	1.265467494	5967	4928	0.825875649
case_073	15	32	4.605211566	0.143912861	1	18	32	32	0.099248467	-0.084785703	640	637	0.995312500	32	31	0.968750000	637	546	0.857142857	637	1.115957606	0.459437751	6023	5244	0.870662461
case_074	15	32	6.893752591	0.215429768	1	18	32	32	0.159294251	-0.117317840	640	639	0.998437500	32	29	0.906250000	639	543	0.849765258	639	1.863878357	1.206325801	6061	5169	0.852829566
case_075	16	32	5.419079973	0.169346249	1	22	32	32	0.143475159	-0.068548276	640	637	0.995312500	32	30	0.937500000	637	545	0.855572998	637	1.276346169	0.326609496	6023	5258	0.872986884
case_076	22	32	7.718405507	0.241200172	1	4	32	32	0.172391815	-0.167829501	640	639	0.998437500	32	28	0.875000000	639	526	0.823161189	639	1.508453527	0.062173277	6061	5154	0.850354727
case_077	24	32	6.308975616	0.197155488	1	28	32	32	0.161058018	-0.012276391	640	637	0.995312500	32	31	0.968750000	637	520	0.816326531	637	1.613370559	0.872058877	6023	4982	0.827162544
case_078	28	32	11.682384695	0.365074522	0	0	32	32	0.323285690	-0.227662503	640	640	1.000000000	32	27	0.843750000	640	517	0.807812500	640	1.646576740	0.048141595	6080	5008	0.823684211
case_079	20	32	15.186774585	0.474586706	1	14	32	32	0.285594386	-0.156266181	640	639	0.998437500	32	27	0.843750000	639	500	0.782472613	639	1.825984949	0.763426276	6061	5002	0.825276357
case_080	13	32	22.775901363	0.711746918	1	11	32	32	0.502010386	-0.350715760	640	634	0.990625000	32	27	0.843750000	634	478	0.753943218	634	1.904902568	1.037458581	5966	4734	0.793496480
case_081	13	32	29.209777378	0.912805543	0	0	32	32	0.442156122	-0.286896330	640	639	0.998437500	32	23	0.718750000	639	525	0.821596244	639	1.259837748	0.190888492	6061	4888	0.806467580
case_082	16	32	1.650936170	0.051591755	1	32	32	32	0.136567961	0.106791928	640	628	0.981250000	32	29	0.906250000	628	513	0.816878981	628	1.564729771	0.443378861	5852	5027	0.859022556
case_083	19	17	0.000090468	0.000005322	1	17	17	17	0.000005433	-0.000004452	340	329	0.967647059	17	17	1.000000000	329	284	0.863221884	329	1.482816107	0.948478635	3022	2606	0.862342819
case_084	23	11	0.000465891	0.000042354	1	11	11	11	0.000041263	-0.000041259	220	209	0.950000000	11	11	1.000000000	209	170	0.813397129	209	2.274598403	2.059700615	1882	1502	0.798087141
case_085	18	32	10.353639963	0.323551249	1	13	32	32	0.249101851	-0.161073333	640	631	0.985937500	32	31	0.968750000	631	494	0.782884311	631	2.442092972	2.005520867	5912	4895	0.827976996
case_086	16	32	18.997335956	0.593666749	1	17	32	32	0.323454024	-0.209954272	640	631	0.985937500	32	26	0.812500000	631	518	0.820919176	631	2.041085480	1.592320603	5909	4866	0.823489592
case_087	12	32	9.962553366	0.311329793	1	3	32	32	0.170063901	-0.133656725	640	632	0.987500000	32	29	0.906250000	632	530	0.838607595	632	2.071730974	1.746040835	5928	4983	0.840587045
case_088	14	32	15.617054836	0.488032964	0	0	32	32	0.254257800	-0.116397544	640	637	0.995312500	32	28	0.875000000	637	505	0.792778650	637	1.507675382	0.893431579	6023	4988	0.828158725
case_089	12	32	3.546992339	0.110843511	1	29	32	32	0.154836494	0.058444269	640	632	0.987500000	32	29	0.906250000	632	546	0.863924051	632	1.320438027	0.397434869	5928	5038	0.849865047
case_090	17	32	10.916412713	0.341137897	1	14	32	32	0.100284443	-0.001686158	640	632	0.987500000	32	32	1.000000000	632	540	0.854430380	632	1.287119196	0.790499411	5928	5103	0.860829960
case_091	14	32	5.237866505	0.163683328	1	30	32	32	0.135045668	0.094461120	640	635	0.992187500	32	31	0.968750000	635	513	0.807874016	635	1.690577823	0.981449925	5985	5040	0.842105263
case_092	15	32	9.366173370	0.292692918	1	1	32	32	0.186042265	-0.133273475	640	628	0.981250000	32	31	0.968750000	628	530	0.843949045	628	1.604092583	1.218244989	5852	5035	0.860389610
case_093	17	32	12.156143559	0.379879486	1	14	32	32	0.205637869	-0.161043363	640	638	0.996875000	32	28	0.875000000	638	543	0.851097179	638	1.271423977	0.870986843	6042	5181	0.857497517
case_094	16	1	0.000035671	0.000035671	1	1	1	1	0.000480253	0.000480253	20	20	1.000000000	1	1	1.000000000	20	14	0.700000000	20	1.777165287	0.267380806	190	134	0.705263158
case_095	17	2	0.022864857	0.011432429	1	2	2	2	0.001652906	0.001633209	40	39	0.975000000	2	2	1.000000000	39	28	0.717948718	39	0.958591752	0.116005916	361	291	0.806094183
case_096	15	5	0.000026909	0.000005382	1	5	5	5	0.000002229	-0.000001829	100	96	0.960000000	5	5	1.000000000	96	71	0.739583333	96	2.449276816	-2.186363777	874	700	0.800915332
case_097	22	1	0.009685800	0.009685800	1	1	1	1	0.472424700	0.472424700	20	20	1.000000000	1	1	1.000000000	20	13	0.650000000	20	1.959793952	-0.867808257	190	151	0.794736842
case_098	20	7	1.946488931	0.278069847	0	0	7	7	0.073534588	-0.045079618	140	136	0.971428571	7	7	1.000000000	136	106	0.779411765	136	1.468397538	1.145747928	1254	960	0.765550239
case_099	22	6	0.002095881	0.000349313	1	6	6	6	0.042588252	0.042583499	120	114	0.950000000	6	6	1.000000000	114	89	0.780701754	114	1.381406232	-0.877506813	1026	825	0.804093567
